# Darktide Penance Export
# Mod Version: 2.4.9
# Account: John Darktide
# Account ID: 00000000-0000-0000-0000-000000000000
# Platform: Steam
# Number of Characters: 5
# Account Level: 150
# Account True Level: 601
# Account Prestige: 37
#
# All Characters:
#   1. Bonk (Ogryn) - Level 30 (True: 103, Prestige: 6)
#   2. Dickot (Zealot) - Level 30 (True: 132, Prestige: 8)
#   3. JudgeSomething (Arbitrator) - Level 30 (True: 145, Prestige: 9)
#   4. Rudge (Veteran) - Level 30 (True: 45, Prestige: 2)
#   5. Montov (Psyker) - Level 30 (True: 176, Prestige: 12)
#
# Export Character: Rudge
# Export Archetype: Veteran
# Export Character Level: 30
# Export Character True Level: 45
# Export Additional Levels: +15
# Export Character Prestige: 2
#
# Export Date: 2026-01-26 16:12:01
# Export Timezone: -0500
# Total Penances: 1028
# Completed Penances: 884
# Completion Rate: 86.0%

Export_Account,Export_Platform,Export_Character,Export_Archetype,Export_Mod_Date,Achievement_ID,Category,Icon,Title,Description,Status,Progress,Goal,Progress_Percentage,Completion_Time,Score,Stats_Detail,Mastery_Level,Mastery_XP,Mastery_XP_Next_Level,Mastery_Progress_Percent
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mission_ventilation_3,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0036,Cool Down (3),Complete 50 missions with the Ventilation Purge condition.,In Progress,18,50,36%,,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mission_darkness_1,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0035,Lights Out (1),Complete 1 missions with the Power Supply Interruption condition.,Completed,19,1,1900%,2025-08-03 21:35:10,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mission_darkness_2,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0035,Lights Out (2),Complete 10 missions with the Power Supply Interruption condition.,Completed,19,10,190%,2025-10-15 11:07:57,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mission_darkness_3,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0035,Lights Out (3),Complete 50 missions with the Power Supply Interruption condition.,In Progress,19,50,38%,,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,grimoire_recovered_5,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0031,Forbidden Texts (5),Collect and retrieve 75 Grimoires.,In Progress,21,75,28%,,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,scripture_recovered_4,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0030,Archivist,Recover 60 Scriptures from missions.,In Progress,43,60,71%,,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,scripture_recovered_5,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0030,Archivist,Recover 100 Scriptures from missions.,In Progress,43,100,43%,,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,grimoire_recovered_1,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0031,Forbidden Texts (1),Collect and retrieve 1 Grimoires.,Completed,21,1,2100%,2024-05-19 18:51:52,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mission_difficulty_objectives_3,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0073,Inquisitorial Exemplar,Complete each Mission type on Malice Threat or higher.,Completed,7,7,100%,2023-02-23 02:41:44,5,loc_mission_type_04_name: 3/3; loc_mission_type_05_name: 3/3; loc_mission_type_06_name: 3/3; loc_mission_type_07_name: 3/3; loc_mission_type_01_name: 3/3; loc_mission_type_02_name: 3/3; loc_mission_type_03_name: 3/3,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,hack_4,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0070,Interrogator (4),Complete 100 successful data-interrogations.,Completed,522,100,522%,2023-11-26 23:35:13,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,type_5_mission_5,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0065,Strike Force (5),Complete 100 Strike missions.,In Progress,73,100,73%,,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,type_4_mission_5,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0064,Disruptive Behaviour (5),Complete 100 Disruption missions.,In Progress,84,100,84%,,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,type_3_mission_4,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0063,No Stone Unturned (4),Complete 75 Investigation missions.,In Progress,72,75,96%,,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,type_2_mission_1,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0062,"Seek, Locate, Destroy (1)",Complete 10 Assassination missions.,Completed,109,10,1090%,2024-05-07 01:07:09,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,type_1_mission_5,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0061,Raiding Party (5),Complete 100 Raid missions.,In Progress,92,100,92%,,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,type_1_mission_4,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0061,Raiding Party (4),Complete 75 Raid missions.,Completed,92,75,122%,2025-10-19 14:37:43,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,type_1_mission_3,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0061,Raiding Party (3),Complete 50 Raid missions.,Completed,92,50,184%,2025-01-10 13:59:51,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,type_1_mission_1,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0061,Raiding Party (1),Complete 10 Raid missions.,Completed,92,10,919%,2024-05-07 01:07:09,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,amount_of_chests_opened_1,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0122,Looter,Open 100 chests. Chests opened by allies also count.,Completed,11332,100,11332%,2024-05-19 18:51:52,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,amount_of_chests_opened_5,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0122,Looter,Open 2500 chests. Chests opened by allies also count.,Completed,11332,2500,453%,2025-07-26 12:17:21,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mission_circumstace_2,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0071,Adapt to the Environment (2),Complete 25 Special Condition Missions.,Completed,409,25,1636%,2023-11-03 12:17:48,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,mission_circumstace_5,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/achievement_icon_0071,Adapt to the Environment (5),Complete 250 Special Condition Missions.,Completed,409,250,163%,2025-09-18 02:43:56,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,grimoire_recovered_2,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0031,Forbidden Texts (2),Collect and retrieve 10 Grimoires.,Completed,21,10,210%,2025-08-08 02:50:44,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,grimoire_recovered_3,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0031,Forbidden Texts (3),Collect and retrieve 25 Grimoires.,In Progress,21,25,84%,,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,grimoire_recovered_4,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0031,Forbidden Texts (4),Collect and retrieve 45 Grimoires.,In Progress,21,45,46%,,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,scripture_recovered_1,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0030,Archivist,Recover 1 Scriptures from missions.,Completed,43,1,4300%,2025-06-29 02:04:10,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,scripture_recovered_2,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0030,Archivist,Recover 10 Scriptures from missions.,Completed,43,10,430%,2025-10-04 12:22:58,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,scripture_recovered_3,loc_achievement_subcategory_missions_general_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0030,Archivist,Recover 30 Scriptures from missions.,Completed,43,30,143%,2026-01-14 12:16:51,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,ogryn_2_bull_rushed_4_ogryns,loc_class_abilities_title,content/ui/textures/icons/achievements/achievement_icon_0005,Heavyweight Champion,"On Heresy Threat or higher, knock down 4 enemy Ogryns (Bulwarks, Crushers, Plague Ogryns, and/or Reapers) with a single Bull Rush charge.",Completed,7,4,175%,2025-11-25 14:00:09,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,ogryn_2_bull_rushed_70_within_25_seconds,loc_class_abilities_title,content/ui/textures/icons/achievements/achievement_icon_0007,Don't Stop Me Now!,Move 40 metres with Bull Rush in under 20s on Heresy Threat or higher.,Completed,66,40,165%,2025-12-04 01:41:04,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,ogryn_2_bull_rushed_100_enemies,loc_class_abilities_title,content/ui/textures/icons/achievements/achievement_icon_0006,Gone Bowling,Knock down 60 enemies with a single Bull Rush on Malice Threat or higher.,Completed,92,60,153%,2026-01-01 12:52:48,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,ogryn_2_killed_corruptor_with_grenade_impact,loc_class_abilities_title,content/ui/textures/icons/achievements/achievement_icon_0008,Something In Your Eye,Kill a Corruptor by hitting it in the eye with your grenade box.,Completed,1,1,100%,2026-01-01 13:39:09,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,ogryn_2_bull_rushed_charging_ogryn,loc_class_abilities_title,content/ui/textures/icons/achievements/achievement_icon_0004,I'm in Charge,Use Bull Rush to interrupt a Plague Ogryn's charge.,Completed,0,1,0%,2025-12-07 16:17:43,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,ogryn_2_hard_2,loc_class_abilities_title,content/ui/textures/icons/achievements/class_achievements/class_ogryn_achievement_08,Be Your Best,"On Heresy Threat or higher, hit 4 consecutive Elite or Specialist enemies with Big Boxes of Hurt, without missing. Do this 5 times.",Completed,5,5,100%,2026-01-01 13:39:09,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,ogryn_2_medium_1,loc_class_abilities_title,content/ui/textures/icons/achievements/class_achievements/class_ogryn_achievement_05,Clear the Path,"On Malice threat or higher, knock down 3 Ranged enemies using Bull Rush, 25 times.",Completed,233,25,932%,2025-11-25 14:00:09,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,ogryn_team_toughness_restored_aura,loc_class_abilities_title,content/ui/textures/icons/achievements/class_achievements/class_ogryn_achievement_16,Loyal Protector,Restore a total of 15000 Toughness to you or allies in coherency with Stay Close.,Completed,40000,15000,266%,2025-12-04 02:05:01,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,ogryn_team_suppressed_aura_kills,loc_class_abilities_title,content/ui/textures/icons/achievements/class_achievements/class_ogryn_achievement_17,You Can't Hide from Us!,Kill 7500 suppressed enemies while under the effect of Coward Culling. Kills made by any affected team member also count.,Completed,44679,7500,595%,2025-12-01 15:37:34,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,ogryn_team_heavy_aura_kills,loc_class_abilities_title,content/ui/textures/icons/achievements/class_achievements/class_ogryn_achievement_15,Pile On,Kill 5000 enemies with Heavy Attacks while under the effect of Bonebreaker's Aura. Heavy Attack kills made by your team members also count.,Completed,101400,5000,2028%,2025-11-25 22:57:38,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,ogryn_leadbelcher_free_shot,loc_class_abilities_title,content/ui/textures/icons/achievements/class_achievements/class_ogryn_achievement_22,Munitorum's Favour,"Shoot 4500 free rounds of ammo, courtesy of the Burst Limiter Override.",Completed,4507,4500,100%,2026-01-05 02:16:57,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,ogryn_feel_no_pain_kills_at_max,loc_class_abilities_title,content/ui/textures/icons/achievements/class_achievements/class_ogryn_achievement_21,Can't Catch Me!,Kill 2500 enemies while at 7 stacks or higher of Feel No Pain.,Completed,2585,2500,103%,2026-01-04 15:26:46,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,ogryn_kills_during_barrage_threshold,loc_class_abilities_title,content/ui/textures/icons/achievements/class_achievements/class_ogryn_achievement_19,Spray and Pray (To the Emperor),"Kill 25 enemies, 50 times, during a single activation of Point-Blank Barrage.",Completed,51,50,102%,2025-12-16 01:27:20,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,ogryn_kills_during_max_stacks_heavy_hitter,loc_class_abilities_title,content/ui/textures/icons/achievements/class_achievements/class_ogryn_achievement_20,Onslaught,"Kill 5000 enemies with heavy attacks, while at Max Stacks of Heavy Hitter.",Completed,5101,5000,102%,2026-01-01 21:02:19,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,ogryn_grenade_frag_group_of_enemies,loc_class_abilities_title,content/ui/textures/icons/achievements/class_achievements/class_ogryn_achievement_14,Crowd Control,"With one Frag Bomb kill 25 enemies, 25 times.",Completed,57,25,227%,2025-12-07 21:05:35,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,ogryn_grenade_rock_elites_or_specialists,loc_class_abilities_title,content/ui/textures/icons/achievements/class_achievements/class_ogryn_achievement_13,Eat This!,Kill 75 Specialists or Elites with the Big Friendly Rock.,Completed,76,75,101%,2025-12-21 02:35:37,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,ogryn_taunt_shout_hit,loc_class_abilities_title,content/ui/textures/icons/achievements/class_achievements/class_ogryn_achievement_18,Pick on Someone Your Own Size,Taunt 1000 Specialist or Elite enemies using Loyal Protector,Completed,9103,1000,910%,2025-12-03 13:00:03,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,ogryn_2_win_with_coherency_all_alive_units,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0009,Friends Will be Friends,Stay in Coherency with a living teammate at all times during a full Mission on Malice Threat or higher.,Completed,96,90,106%,2025-11-25 22:57:38,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,group_ogryn_2_rank_1_difficulty_1,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_ogryn_achievement_10,First Steps (1),Complete the following Penances as the Ogryn.,Completed,2,2,100%,2025-10-18 23:55:55,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,group_ogryn_2_rank_2_difficulty_2,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_ogryn_achievement_10,First Steps (2),Complete the following Penances as the Ogryn.,Completed,2,2,100%,2025-11-16 21:50:31,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,group_ogryn_2_rank_4_difficulty_3,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_ogryn_achievement_11,Promotion Material (1),Complete the following Penances as the Ogryn.,Completed,2,2,100%,2025-11-25 23:19:54,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,group_ogryn_2_rank_5_difficulty_4,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_ogryn_achievement_11,Promotion Material (2),Complete the following Penances as the Ogryn.,Completed,2,2,100%,2025-11-26 13:39:34,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,group_class_ogryn_2_3,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0096,For The Emperor (3),Complete the following Penances as the Ogryn.,Completed,3,3,100%,2026-01-01 13:39:09,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,group_class_ogryn_2_3_rework,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_ogryn_achievement_12,Bone 'ead (3),Complete the following Penances as the Ogryn.,Completed,6,6,100%,2026-01-01 13:39:09,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,group_class_ogryn_2_2_rework,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_ogryn_achievement_12,Bone 'ead (2),Complete the following Penances as the Ogryn.,Completed,6,6,100%,2025-12-03 00:59:20,10,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,missions_ogryn_2_objective_3,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0003,Beat-em-Up (3),"As an Ogryn, complete a Mission of each type on Heresy Threat or higher.",Completed,7,7,100%,2025-12-01 15:07:58,5,loc_mission_type_05_name: 4/4; loc_mission_type_06_name: 4/4; loc_mission_type_07_name: 4/4; loc_mission_type_01_name: 4/4; loc_mission_type_02_name: 4/4; loc_mission_type_03_name: 4/4; loc_mission_type_04_name: 4/4,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,missions_ogryn_2_3,loc_class_progression_title,content/ui/textures/icons/achievements/achievement_icon_0002,Built Like a Tank (3),Complete 50 Missions as an Ogryn.,Completed,102,50,204%,2025-12-16 00:48:57,5,,,,,
John Darktide,Steam,Rudge,Veteran,2026-01-26 16:12:01,ogryn_2_hard_1,loc_class_progression_title,content/ui/textures/icons/achievements/class_achievements/class_ogryn_achievement_07,Keep Your Friends Close,"On Heresy Threat or Higher, complete 3 full Missions without any allies being Knocked Down or Incapacitated for longer than 10 seconds, and without any allies dying.",Completed,8,3,266%,2025-12-05 01:39:52,10,,,,,
