# Darktide Penance Export
# Account: John Darktide
# Account ID: 00000000-0000-0000-0000-000000000000
# Platform: Steam
# Number of Characters: 6
# Account Level: 180
# Account True Level: 837
#
# All Characters:
#   1. Dickot (Zealot) - Level 30 (True: 157, +127)
#   2. Zek (Hive Scum) - Level 30 (True: 113, +83)
#   3. Bonk (Ogryn) - Level 30 (True: 145, +115)
#   4. JudgeSomething (Arbitrator) - Level 30 (True: 121, +91)
#   5. Rudge (Veteran) - Level 30 (True: 164, +134)
#   6. Montov (Psyker) - Level 30 (True: 137, +107)
#
# Export Character: Dickot
# Export Archetype: Zealot
# Export Character Level: 30
# Export Character True Level: 157
# Export Additional Levels: +127
# Export Prestige: 10
#
# Export Date: 2026-01-18 10:39:38
# Total Penances: 1028
# Completed Penances: 1000
# Completion Rate: 97.3%

Export_Account,Export_Platform,Export_Character,Export_Archetype,Export_Mod_Date,Achievement_ID,Category,Icon,Title,Description,Status,Progress,Goal,Progress_Percentage,Completion_Time,Score,Stats_Detail
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,amount_of_flamer_killed_5,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_flamer,Bestiary: Flamers (5),Kill 250 Dreg or Scab Flamers,Completed,4022,250,1608%,2025-07-05 23:31:58,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,amount_of_grenadier_killed_1,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_grenadier,Bestiary: Grenadiers (1),Kill 50 Dreg or Scab Grenadiers,Completed,3113,50,6226%,2025-06-26 22:52:11,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,amount_of_grenadier_killed_2,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_grenadier,Bestiary: Grenadiers (2),Kill 100 Dreg or Scab Grenadiers,Completed,3113,100,3113%,2025-06-30 22:11:49,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,amount_of_grenadier_killed_3,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_grenadier,Bestiary: Grenadiers (3),Kill 150 Dreg or Scab Grenadiers,Completed,3113,150,2075%,2025-07-08 16:29:32,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,amount_of_grenadier_killed_4,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_grenadier,Bestiary: Grenadiers (4),Kill 200 Dreg or Scab Grenadiers,Completed,3113,200,1556%,2025-07-12 02:07:09,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,amount_of_grenadier_killed_5,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_grenadier,Bestiary: Grenadiers (5),Kill 250 Dreg or Scab Grenadiers,Completed,3113,250,1245%,2025-07-13 20:15:28,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,amount_of_berzerker_killed_1,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_rager,Bestiary: Ragers (1),Kill 100 Dreg or Scab Ragers,Completed,9575,100,9575%,2025-03-28 03:43:28,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,amount_of_berzerker_killed_2,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_rager,Bestiary: Ragers (2),Kill 250 Dreg or Scab Ragers,Completed,9575,250,3829%,2025-06-26 12:49:32,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,amount_of_berzerker_killed_3,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_rager,Bestiary: Ragers (3),Kill 500 Dreg or Scab Ragers,Completed,9575,500,1914%,2025-07-05 23:25:11,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,amount_of_berzerker_killed_4,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_rager,Bestiary: Ragers (4),Kill 1000 Dreg or Scab Ragers,Completed,9575,1000,957%,2025-07-12 22:30:13,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,amount_of_berzerker_killed_5,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_rager,Bestiary: Ragers (5),Kill 1500 Dreg or Scab Ragers,Completed,9575,1500,638%,2025-07-19 00:13:02,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,amount_of_gunner_killed_1,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_gunner,Bestiary: Gunners (1),Kill 50 Dreg or Scab Gunners,Completed,12011,50,24022%,2025-03-24 22:50:10,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,amount_of_gunner_killed_2,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_gunner,Bestiary: Gunners (2),Kill 100 Dreg or Scab Gunners,Completed,12011,100,12011%,2025-04-13 00:45:31,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,amount_of_gunner_killed_3,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_gunner,Bestiary: Gunners (3),Kill 150 Dreg or Scab Gunners,Completed,12011,150,8007%,2025-06-28 00:58:57,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,amount_of_renegade_sniper_killed_3,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_sniper,Bestiary: Scab Sniper (3),Kill 150 Scab Sniper,Completed,2996,150,1997%,2025-07-10 22:56:35,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,amount_of_renegade_executor_killed_2,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_mauler,Bestiary: Scab Mauler (2),Kill 250 Scab Mauler,Completed,4653,250,1861%,2025-07-09 15:29:28,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,amount_of_shocktrooper_killed_1,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_shocktrooper,Bestiary: Shotgunners (1),Kill 100 Dreg or Scab Shotgunners,Completed,10999,100,10999%,2025-06-24 11:58:26,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,amount_of_shocktrooper_killed_5,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_shocktrooper,Bestiary: Shotgunners (5),Kill 1500 Dreg or Scab Shotgunners,Completed,10999,1500,733%,2025-07-19 00:49:51,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,amount_of_chaos_ogryn_bulwark_killed_5,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_bulwark,Bestiary: Bulwark (5),Kill 1500 Bulwark,Completed,2691,1500,179%,2025-11-18 11:50:18,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,amount_of_chaos_ogryn_executor_killed_4,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_crusher_exec,Bestiary: Crusher (4),Kill 1000 Crusher,Completed,2308,1000,230%,2025-10-15 11:07:57,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,enemies_7,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/achievement_icon_0089,Purge The Heretics,Kill 1000000 enemies in total.,In Progress,510311,1000000,51%,,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,boss_fast_1,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/achievement_icon_0091,Time to Die (1),Kill a Monstrosity in 60s or less.,Completed,0,1,0%,2022-11-30 23:56:01,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,boss_fast_3,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/achievement_icon_0091,Time to Die (3),Kill a Monstrosity in 5s or less.,Completed,0,1,0%,2025-07-06 17:30:21,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,fast_enemies_1,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/achievement_icon_0092,Frenzied Killer (1),Kill 60 enemies in 30s.,Completed,177,60,295%,2023-10-29 01:36:39,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,fast_enemies_3,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/achievement_icon_0092,Frenzied Killer (3),Kill 120 enemies in 30s.,Completed,177,120,147%,2025-12-15 13:35:14,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,fast_headshot_1,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/achievement_icon_0094,Dodge This (1),Kill 3 enemies with Headshots within 10s.,Completed,23,3,766%,2022-12-11 03:29:17,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,fast_headshot_3,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/achievement_icon_0094,Dodge This (3),Kill 15 enemies with Headshots within 10s.,Completed,23,15,153%,2023-11-29 02:03:34,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,amount_of_renegade_plasma_gunner_killed_4,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_plasma_gunner,Bestiary: Scab Plasma Gunner (4),Kill 1000 Scab Plasma Gunner,Completed,1412,1000,141%,2025-12-29 23:15:27,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,enemies_killed_by_barrels_5,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/achievement_icon_0128,Situational Awareness,Kill 2500 enemies by blowing up explosive barrels.,Completed,5347,2500,213%,2025-10-11 01:20:41,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,amount_of_chaos_ogryn_bulwark_killed_3,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_bulwark,Bestiary: Bulwark (3),Kill 500 Bulwark,Completed,2691,500,538%,2025-07-21 22:21:45,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,amount_of_renegade_plasma_gunner_killed_2,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_plasma_gunner,Bestiary: Scab Plasma Gunner (2),Kill 250 Scab Plasma Gunner,Completed,1412,250,564%,2025-10-09 22:36:29,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,enemies_5,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/achievement_icon_0089,Purge The Heretics,Kill 500000 enemies in total.,Completed,510311,500000,102%,2026-01-13 16:28:35,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,enemies_killed_by_poxburster_2,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/achievement_icon_0123,The Enemy of my Enemy is my Friend,Kill 50 enemies by having a Poxburster explode next to them.,Completed,3936,50,7872%,2024-06-07 19:18:37,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,enemies_killed_by_poxburster_3,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/achievement_icon_0123,The Enemy of my Enemy is my Friend,Kill 100 enemies by having a Poxburster explode next to them.,Completed,3936,100,3936%,2025-04-12 00:33:32,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,amount_of_renegade_netgunner_killed_1,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_trappers,Bestiary: Scab Trapper (1),Kill 50 Scab Trapper,Completed,4557,50,9114%,2025-03-29 23:48:14,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,amount_of_renegade_netgunner_killed_2,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_trappers,Bestiary: Scab Trapper (2),Kill 100 Scab Trapper,Completed,4557,100,4557%,2025-06-25 01:56:33,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,amount_of_cultist_mutant_killed_1,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_charger,Bestiary: Mutant (1),Kill 50 Mutant,Completed,6234,50,12468%,2025-03-25 19:13:27,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,amount_of_cultist_mutant_killed_2,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_charger,Bestiary: Mutant (2),Kill 100 Mutant,Completed,6234,100,6234%,2025-03-30 17:44:48,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,amount_of_cultist_mutant_killed_3,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_charger,Bestiary: Mutant (3),Kill 150 Mutant,Completed,6234,150,4156%,2025-06-25 00:19:10,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,amount_of_chaos_ogryn_bulwark_killed_2,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_bulwark,Bestiary: Bulwark (2),Kill 250 Bulwark,Completed,2691,250,1076%,2025-07-12 02:41:58,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,amount_of_chaos_ogryn_gunner_killed_4,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_reaper,Bestiary: Reaper (4),Kill 1000 Reaper,Completed,1779,1000,177%,2025-11-18 16:56:12,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,amount_of_chaos_hound_killed_2,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_pox_hound_penance,Bestiary: Pox Hound (2),Kill 100 Pox Hound,Completed,5423,100,5423%,2025-06-26 20:59:03,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,amount_of_renegade_plasma_gunner_killed_1,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_plasma_gunner,Bestiary: Scab Plasma Gunner (1),Kill 100 Scab Plasma Gunner,Completed,1412,100,1412%,2025-10-03 13:19:07,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,amount_of_renegade_plasma_gunner_killed_3,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_plasma_gunner,Bestiary: Scab Plasma Gunner (3),Kill 500 Scab Plasma Gunner,Completed,1412,500,282%,2025-11-19 13:37:21,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,amount_of_renegade_plasma_gunner_killed_5,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_plasma_gunner,Bestiary: Scab Plasma Gunner (5),Kill 1500 Scab Plasma Gunner,In Progress,1412,1500,94%,,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,amount_of_chaos_poxwalker_bomber_killed_1,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_poxbuster,Bestiary: Poxburster (1),Kill 50 Poxburster,Completed,4031,50,8062%,2025-03-30 01:40:38,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,amount_of_chaos_poxwalker_bomber_killed_2,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_poxbuster,Bestiary: Poxburster (2),Kill 100 Poxburster,Completed,4031,100,4031%,2025-04-13 00:45:31,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,amount_of_chaos_poxwalker_bomber_killed_4,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/havoc_achievements/havoc_missions_poxbuster,Bestiary: Poxburster (4),Kill 200 Poxburster,Completed,4031,200,2015%,2025-07-04 02:13:11,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,enemies_1,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/achievement_icon_0089,Purge The Heretics,Kill 1000 enemies in total.,Completed,510311,1000,51031%,2022-12-02 00:40:04,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,enemies_killed_by_barrels_4,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/achievement_icon_0128,Situational Awareness,Kill 1000 enemies by blowing up explosive barrels.,Completed,5347,1000,534%,2025-07-14 19:53:48,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,enemies_2,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/achievement_icon_0089,Purge The Heretics,Kill 40000 enemies in total.,Completed,510311,40000,1275%,2023-11-27 19:50:12,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,consecutive_headshots,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/achievement_icon_0090,Serial Killer,Kill 20 consecutive enemies with headshots.,Completed,21,20,105%,2026-01-04 13:39:28,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,boss_fast_2,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/achievement_icon_0091,Time to Die (2),Kill a Monstrosity in 20s or less.,Completed,0,1,0%,2023-10-19 00:35:33,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,fast_enemies_2,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/achievement_icon_0092,Frenzied Killer (2),Kill 90 enemies in 30s.,Completed,177,90,196%,2023-10-31 23:47:36,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,enemies_climbing,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/achievement_icon_0093,Flyswatter,Kill 50 climbing enemies.,Completed,5482,50,10964%,2022-12-05 02:22:19,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,fast_headshot_2,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/achievement_icon_0094,Dodge This (2),Kill 7 enemies with Headshots within 10s.,Completed,23,7,328%,2023-11-17 03:11:46,5,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,group_offence,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/achievement_icon_0088,"Attack, Attack, Attack!",Complete the following Offence Penances.,Completed,6,6,100%,2026-01-04 13:39:28,20,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,team_win_without_ally_downed_longer_then_x,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/mission_achievements/missions_achievement_0029,No Time to Bleed,As a team complete a mission on Heresy Threat or higher without being downed more than 5 times.,Completed,247,1,24700%,2024-05-19 20:09:49,10,
John Darktide,Steam,Dickot,Zealot,2026-01-18 10:39:38,enemies_6,loc_achievement_category_offensive_label,content/ui/textures/icons/achievements/achievement_icon_0089,Purge The Heretics,Kill 750000 enemies in total.,In Progress,510311,750000,68%,,5,
